,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
1326,2170033,CLOSED,855 Salem Pointe Place,Apex,27523,10/5/2018,Salem Pointe,1844,2018,3,2,1,Attached,342480.0,342480.0,0,Yes,2,0-.25 Acres,1.0,33
183,2207424,CLOSED,821 Myrtle Grove Lane,Apex,27502,9/6/2018,The Groves,1641,2008,2,2,1,Attached,225000.0,225000.0,4,Yes,0,0-.25 Acres,1.0,42
425,2164459,CLOSED,1027 Drayman Place,Apex,27502,6/27/2018,Hempstead at Beaver Creek,1765,2017,3,2,1,Attached,276000.0,270000.0,0,Yes,2,0-.25 Acres,0.98,20
594,2215116,CLOSED,1090 Ambergate Station,Apex,27502,4/24/2019,The Villages of Apex,1701,2019,3,2,1,Attached,287890.0,287890.0,0,Yes,2,0-.25 Acres,1.0,45
660,2190151,CLOSED,592 Grand Central Station,Apex,27502,8/3/2018,The Villages of Apex,2193,2018,3,3,1,Attached,288900.0,291275.0,0,Yes,2,0-.25 Acres,1.01,45
1385,2236304,CLOSED,1086 Ambergate Station,Apex,27502,4/22/2019,The Villages of Apex,2280,2019,3,3,1,Attached,353000.0,354410.0,0,Yes,2,0-.25 Acres,1.0,45
1502,2182365,CLOSED,430 Hopwood Way,Apex,27502,9/27/2018,Middleton,2600,2018,4,3,0,Attached,404395.0,403595.0,0,,2,0-.25 Acres,1.0,23
90,2257939,CLOSED,1210 Bungalow Park Drive,Apex,27502,6/19/2019,Scotts Mill at Bungalow Park,1382,2002,2,2,1,Attached,213900.0,210000.0,6,Yes,0,0-.25 Acres,0.98,37
973,2296640,CLOSED,3155 Retama Run,Apex,27562,4/17/2020,Woodbury,1936,2020,3,2,1,Attached,308735.0,310835.0,0,Yes,2,0-.25 Acres,1.01,55
75,2219145,CLOSED,3027 White Cloud Circle,Apex,27502,11/15/2018,Dogwood Ridge,1419,1999,3,2,1,Attached,208000.0,206000.0,3,Yes,0,0-.25 Acres,0.99,12
391,2273040,CLOSED,408 Knightsborough Way,Apex,27502-4388,12/20/2019,Haddon Hall,1792,1999,3,3,0,Attached,265000.0,267000.0,40,Yes,0,0-.25 Acres,1.01,17
95,2255459,CLOSED,3012 Silky Dogwood Trail,Apex,27502,7/29/2019,Dogwood Ridge,1405,1998,3,2,0,Attached,215000.0,210000.0,9,Yes,0,0-.25 Acres,0.98,12
1163,2258766,CLOSED,2951 Sunflower Road,Apex,27502,10/2/2019,Smith Farm,2308,2019,4,3,1,Attached,334990.0,325000.0,0,Yes,2,0-.25 Acres,0.97,39
398,2254156,CLOSED,1003 Arbor Valley Lane,Apex,27502,6/24/2019,Glen Arbor,2137,2003,3,2,1,Attached,267900.0,267900.0,9,Yes,1,0-.25 Acres,1.0,14
1261,2234346,CLOSED,581 Metro Station,Apex,27502,9/27/2019,The Villages of Apex,2406,2019,3,2,1,Attached,332900.0,333000.0,0,Yes,2,0-.25 Acres,1.0,45
164,2258336,CLOSED,521 Village Loop Drive,Apex,27502,7/9/2019,Green at Scotts Mill,1404,2005,3,2,1,Attached,221500.0,222000.0,3,Yes,0,0-.25 Acres,1.0,16
317,2190229,CLOSED,2665 Impulsion Drive,Apex,27562,2/25/2019,Woodbury,1818,2019,3,2,1,Attached,264100.0,254000.0,0,Yes,2,0-.25 Acres,0.96,55
1396,2230494,CLOSED,553 Metro Station,Apex,27502,4/15/2019,The Villages of Apex,2406,2019,3,2,1,Attached,354900.0,357275.0,0,Yes,2,0-.25 Acres,1.01,45
324,2299183,CLOSED,325 Anterbury Drive,Apex,27502-4713,3/3/2020,Bradley Terrace,2172,2007,4,3,1,Attached,255000.0,255000.0,3,Yes,0,0-.25 Acres,1.0,4
125,2281032,CLOSED,1113 Bungalow Park Drive,Apex,27502,11/5/2019,Scotts Mill,1350,2003,2,2,1,Attached,215000.0,215000.0,7,Yes,0,0-.25 Acres,1.0,36
1344,2350920,CLOSED,1304 Barn Cat Way,Apex,27502,10/28/2020,Smith Farm,2308,2020,4,3,1,Attached,345325.0,345325.0,0,Yes,2,0-.25 Acres,1.0,39
1220,2325120,CLOSED,2853 Dallas Valley Lane,Apex,27502,7/29/2020,Townes at Friendship Station,2261,2020,3,3,1,Attached,329900.0,329900.0,0,Yes,2,0-.25 Acres,1.0,47
1048,2270110,CLOSED,513 Wayland Grove Drive,Apex,27523,10/25/2019,Wayland Grove,2289,2019,3,2,1,Attached,324990.0,317000.0,0,Yes,2,0-.25 Acres,0.98,51
490,2263702,CLOSED,625 Briarcliff Street,Apex,27502,9/30/2019,55 James at Midtown,2104,2014,3,2,1,Attached,289900.0,277500.0,69,Yes,1,0-.25 Acres,0.96,1
1390,2171339,CLOSED,1177 Little Gem Lane,Apex,27523,11/9/2018,Sweetwater,2197,2018,3,3,1,Attached,355025.0,355025.0,0,Yes,1,0-.25 Acres,1.0,41
182,2281799,CLOSED,217 Presenteer Trail,Apex,27539,1/21/2020,Miramonte,1633,2008,3,2,1,Attached,225000.0,225000.0,75,Yes,1,0-.25 Acres,1.0,24
825,2324367,CLOSED,1133 Chestnut Bluff Run,Apex,27502,8/20/2020,Deer Creek,1962,2020,3,2,1,Attached,299690.0,301690.0,0,Yes,2,0-.25 Acres,1.01,10
684,2268776,CLOSED,820 Richmont Grove Lane,Apex,27523,12/9/2019,Townes at North Salem,1984,2018,4,3,1,Attached,299900.0,293000.0,0,Yes,2,0-.25 Acres,0.98,48
855,2290300,CLOSED,822 Richmont Grove Lane,Apex,27523,11/27/2019,Townes at North Salem,1984,2019,3,2,1,Attached,303080.0,303600.0,0,,2,0-.25 Acres,1.0,48
141,2272802,CLOSED,103 Portwind Lane,Apex,27539,9/20/2019,Miramonte,1592,2005,3,2,1,Attached,214000.0,218000.0,2,Yes,1,0-.25 Acres,1.02,24
815,2130816,CLOSED,1446 Salem Creek Drive,Apex,27502,2/16/2018,Salem Creek Townhomes,2300,2017,4,3,1,Attached,300500.0,300500.0,0,Yes,1,0-.25 Acres,1.0,32
349,2267008,CLOSED,108 Pleasant Glen Lane,Apex,27539,1/24/2020,Woodcreek,1957,2015,2,2,1,Attached,259900.0,260000.0,163,Yes,1,0-.25 Acres,1.0,56
150,2296352,CLOSED,832 Myrtle Grove Lane,Apex,27502,2/28/2020,The Groves,1499,2009,2,2,1,Attached,220000.0,220000.0,19,Yes,0,0-.25 Acres,1.0,42
444,2283228,CLOSED,3184 Retama Run,Apex,27562,11/19/2019,Woodbury,1818,2019,3,2,1,Attached,273365.0,273365.0,0,Yes,2,0-.25 Acres,1.0,55
160,2272512,CLOSED,107 Eldon Lane,Apex,27502,9/26/2019,Bradley Terrace,1450,2004,3,2,1,Attached,210000.0,221000.0,5,Yes,0,0-.25 Acres,1.05,4
1125,2170030,CLOSED,858 Salem Pointe Place,Apex,27523,10/26/2018,Salem Pointe,1851,2018,3,2,1,Attached,324990.0,322990.0,0,Yes,2,0-.25 Acres,0.99,33
256,2257489,CLOSED,121 Sanair Court,Apex,27502,8/29/2019,Heatherwood Townhomes,1651,1986,3,2,1,Attached,245000.0,245000.0,20,Yes,0,0-.25 Acres,1.0,19
706,2292234,CLOSED,1010 Larabee Lane,Apex,27523,1/24/2020,Townes at North Salem,1984,2019,3,3,1,Attached,295000.0,295000.0,0,Yes,2,0-.25 Acres,1.0,48
981,2220774,CLOSED,2921 Great Lawn Road,Apex,27502,7/31/2019,Smith Farm,2361,2018,3,3,1,Attached,315000.0,312000.0,0,Yes,2,0-.25 Acres,0.99,39
1472,2226530,CLOSED,545 Rowanwood Way,Apex,27523,12/13/2018,Middleton,2400,2018,4,3,0,Attached,387217.0,387217.0,0,,2,0-.25 Acres,1.0,23
142,2287926,CLOSED,846 Myrtle Grove Drive,Apex,27502,12/11/2019,The Groves,1538,2008,2,2,1,Attached,218900.0,218000.0,0,Yes,0,0-.25 Acres,1.0,42
504,2177792,CLOSED,201 Castien Cove Place,Apex,27539,6/20/2018,Woodcreek,1856,2018,3,2,1,Attached,279816.0,279816.0,0,Yes,1,0-.25 Acres,1.0,56
609,2311945,CLOSED,1615 Shepherds Glade Drive,Apex,27523,6/15/2020,Walden Townes,1800,1997,3,2,1,Attached,289900.0,288900.0,42,Yes,1,0-.25 Acres,1.0,50
132,2239255,CLOSED,1028 Mica Lamp Court,Apex,27502,3/25/2019,Scotts Mill at Bungalow Park,1332,2007,2,2,1,Attached,210000.0,216280.0,2,,0,0-.25 Acres,1.03,37
358,2253732,CLOSED,725 Treviso Lane,Apex,27502,6/17/2019,55 James at Midtown,1724,2014,3,2,1,Attached,259000.0,262000.0,3,Yes,1,0-.25 Acres,1.01,1
435,2278267,CLOSED,3203 Retama Run,Apex,27562,9/27/2019,Woodbury,1816,2019,3,2,1,Attached,279900.0,272000.0,0,Yes,2,0-.25 Acres,0.97,55
1301,2322851,CLOSED,135 Willow View Lane,Apex,27539,7/30/2020,Woodcreek,2524,2016,3,2,1,Attached,339000.0,339000.0,3,Yes,2,0-.25 Acres,1.0,56
126,2306271,CLOSED,746 Wickham Ridge Road,Apex,27523,3/26/2020,Pemberley,1302,2012,2,2,1,Attached,210000.0,215000.0,1,,0,0-.25 Acres,1.02,30
725,2327053,CLOSED,1137 Chestnut Bluff Run,Apex,27502,9/8/2020,Deer Creek,1736,2020,3,2,1,Attached,295090.0,295090.0,0,Yes,2,0-.25 Acres,1.0,10
1133,2297795,CLOSED,2252 Red Knot Lane,Apex,27502,8/11/2020,Peak 502 at Beaver Creek,2242,2020,4,3,1,Attached,333190.0,323210.0,0,Yes,2,0-.25 Acres,0.97,29
553,2130935,CLOSED,1468 Salem Creek Drive,Apex,27502,4/26/2018,Salem Creek Townhomes,2096,2017,4,3,1,Attached,289990.0,283255.0,0,Yes,1,0-.25 Acres,0.98,32
294,2258612,CLOSED,206 Presenteer Trail,Apex,27539,7/31/2019,Miramonte Townes,2055,2008,4,3,1,Attached,250000.0,250000.0,12,Yes,1,0-.25 Acres,1.0,25
1158,2192006,CLOSED,1430 Salem Creek Drive,Apex,27502,8/22/2018,Salem Creek Townhomes,2108,2017,3,2,2,Attached,324990.0,324990.0,0,,1,0-.25 Acres,1.0,32
194,2186175,CLOSED,104 Nottinghill Walk,Apex,27502,6/21/2018,Haddon Hall,1708,1998,3,2,1,Attached,224900.0,226500.0,3,,0,0-.25 Acres,1.01,17
46,2207469,CLOSED,3040 White Cloud Circle,Apex,27502,9/3/2018,Dogwood Ridge,1336,1999,3,2,0,Attached,205000.0,197000.0,3,Yes,0,0-.25 Acres,0.96,12
1248,2135283,CLOSED,883 Tunisian Drive,Apex,27523,4/20/2018,540 Townes,2510,2017,4,3,1,Attached,330678.0,331443.0,0,,2,0-.25 Acres,1.0,0
500,2219523,CLOSED,2022 Old Chapman Drive,Apex,27502,6/26/2019,Hempstead at Beaver Creek,1765,2019,3,2,2,Attached,286000.0,278550.0,0,Yes,2,0-.25 Acres,0.97,20
1533,2182370,CLOSED,583 Rowanwood Way,Apex,27502,10/31/2018,Middleton,2600,2018,4,3,0,Attached,433072.0,433072.0,0,,2,0-.25 Acres,1.0,23
1231,2198267,CLOSED,912 Dalton Ridge Place,Apex,27523,6/15/2019,Townes at North Salem,2502,2018,3,2,1,Attached,339990.0,330000.0,0,Yes,2,0-.25 Acres,0.97,48
1049,2153164,CLOSED,835 Salem Pointe Place,Apex,27523,8/6/2018,Salem Pointe,2297,2018,3,3,1,Attached,317380.0,317380.0,0,,1,0-.25 Acres,1.0,33
1441,2158655,CLOSED,519 Rowanwood Way,Apex,27523,2/26/2018,Middleton,2439,2017,4,3,0,Attached,386616.0,372255.0,0,Yes,2,0-.25 Acres,0.96,23
1411,2187428,CLOSED,3410 Antler View Drive,Apex,27502,4/29/2019,Deer Creek,2795,2018,5,4,0,Attached,370990.0,360990.0,0,Yes,2,0-.25 Acres,0.97,10
916,2275003,CLOSED,1117 Sky Top Drive,Apex,27502-9201,11/8/2019,Promanade at Beaver Creek,1895,2017,3,2,1,Attached,310000.0,308000.0,59,Yes,2,0-.25 Acres,0.99,31
1493,2255788,CLOSED,2508 Rambling Creek Road,Apex,27523,9/16/2019,The Preserve at White Oak Creek,3155,2019,4,3,1,Attached,398178.0,398178.0,0,Yes,2,0-.25 Acres,1.0,44
1455,2238417,CLOSED,2702 Masonboro Ferry Drive,Apex,27502,4/25/2019,Parkside at Bella Casa,3032,2017,5,4,0,Attached,379900.0,377000.0,18,Yes,2,0-.25 Acres,0.99,28
644,2317423,CLOSED,3420 Dropseed Drive,Apex,27502,6/30/2020,Deer Creek,1962,2020,3,2,1,Attached,296990.0,290400.0,0,Yes,2,0-.25 Acres,0.98,10
390,2269580,CLOSED,117 Havelock Court,Apex,27539,8/29/2019,Scots Laurel,2653,2006,3,2,2,Attached,270000.0,266500.0,7,Yes,2,0-.25 Acres,0.99,34
1206,2287379,CLOSED,2943 Great Lawn Road,Apex,27502,3/20/2020,Smith Farm,2403,2019,4,3,1,Attached,334990.0,329000.0,0,Yes,2,0-.25 Acres,0.98,39
370,2250781,CLOSED,241 Bally Shannon Way,Apex,27539,11/15/2019,Scots Laurel,2565,2006,4,3,1,Attached,268500.0,264000.0,115,Yes,2,0-.25 Acres,0.98,34
1452,2204555,CLOSED,985 Tender Drive,Apex,27502,9/19/2018,The Villages of Apex,3014,2010,4,3,1,Attached,389000.0,376000.0,18,Yes,2,0-.25 Acres,0.97,45
1350,2324973,CLOSED,1637 Wimberly Road,Apex,27523,8/28/2020,Townes at Westford,2405,2020,4,3,1,Attached,349129.0,347500.0,0,Yes,2,0-.25 Acres,1.0,49
1289,2281911,CLOSED,113 Willow View Lane,Apex,27539,5/5/2020,Woodcreek,2500,2016,3,2,1,Attached,349900.0,337000.0,181,Yes,2,0-.25 Acres,0.96,56
649,2251174,CLOSED,1165 Platform Drive,Apex,27502,11/22/2019,The Villages of Apex,1985,2019,3,2,1,Attached,295930.0,290830.0,0,,2,0-.25 Acres,0.98,45
249,2240800,CLOSED,906 Nottinghill Walk,Apex,27502,4/10/2019,Golders Green,1687,1999,3,2,1,Attached,239900.0,244000.0,3,Yes,0,0-.25 Acres,1.02,15
133,2252412,CLOSED,1047 Bungalow Park Drive,Apex,27502,6/18/2019,Scotts Mill at Bungalow Park,1332,2005,2,2,1,Attached,215000.0,216500.0,4,Yes,0,0-.25 Acres,1.01,37
199,2282789,CLOSED,903 Arbor Valley Lane,Apex,27502-3935,1/15/2020,Glen Arbor,1862,2003,3,2,1,Attached,235000.0,228000.0,37,Yes,1,0-.25 Acres,0.97,14
870,2261199,CLOSED,351 Great Northern Station,Apex,27502,10/18/2019,The Villages of Apex,2205,2019,3,3,1,Attached,304900.0,304900.0,0,Yes,2,0-.25 Acres,1.0,45
749,2228694,CLOSED,554 Metro Station,Apex,27502,6/28/2019,The Villages of Apex,1742,2018,3,2,1,Attached,302900.0,298000.0,0,Yes,2,0-.25 Acres,0.98,45
104,2189121,CLOSED,350 Anterbury Drive,Apex,27502,6/14/2018,Bradley Terrace,1662,2008,3,2,1,Attached,219000.0,213000.0,0,Yes,1,0-.25 Acres,0.97,4
989,2335490,CLOSED,657 Grand Central Station,Apex,27502,9/21/2020,The Villages of Apex,2205,2020,3,3,1,Attached,314900.0,312900.0,0,Yes,2,0-.25 Acres,0.99,45
1491,2222454,CLOSED,2506 Rambling Creek Road,Apex,27523,4/30/2019,The Preserve at White Oak Creek,3155,2019,4,3,1,Attached,399227.0,398000.0,0,Yes,2,0-.25 Acres,1.0,44
334,2208634,CLOSED,2007 White Pond Court,Apex,27523,9/28/2018,Walden Townes,1815,2001,3,2,1,Attached,259000.0,257000.0,17,Yes,1,0-.25 Acres,0.99,50
620,2328162,CLOSED,620 Sawcut Lane,Apex,27502,7/30/2020,Old Mill Village,1875,2007,4,2,1,Attached,289900.0,289900.0,0,Yes,2,0-.25 Acres,1.0,26
874,2230079,CLOSED,2907 Sunflower Road,Apex,27502,3/29/2019,Smith Farm,2145,2018,4,3,1,Attached,304990.0,304990.0,0,Yes,2,0-.25 Acres,1.0,39
824,2124235,CLOSED,719 Sawcut Lane,Apex,27502,2/26/2018,Old Mill Village,2066,2017,3,2,1,Attached,314812.0,301660.0,0,,2,0-.25 Acres,0.96,26
1361,2181848,CLOSED,2543 Sunnybranch Lane,Apex,27523,10/31/2018,The Preserve at White Oak Creek,2202,2018,3,2,1,Attached,349671.0,349855.0,0,Yes,2,0-.25 Acres,1.0,44
602,2297793,CLOSED,2262 Red Knot Lane,Apex,27502,7/29/2020,Peak 502 at Beaver Creek,1923,2019,4,3,1,Attached,286990.0,288550.0,0,Yes,1,0-.25 Acres,1.01,29
404,2171619,CLOSED,307 Castien Cove Place,Apex,27539,6/26/2018,Woodcreek,1713,2018,3,2,1,Attached,269817.0,269000.0,0,Yes,1,0-.25 Acres,1.0,56
353,2176805,CLOSED,912 Ambergate Station,Apex,27502-2431,6/26/2018,The Villages of Apex,1671,2013,3,2,1,Attached,260000.0,260300.0,67,Yes,0,0-.25 Acres,1.0,45
992,2320200,CLOSED,2253 Red Knot Lane,Apex,27502,9/28/2020,Peak 502 at Beaver Creek,2094,2020,4,3,1,Attached,318990.0,313000.0,0,Yes,2,0-.25 Acres,0.98,29
788,2184885,CLOSED,2217 Chattering Lory Lane,Apex,27502,6/28/2018,Peak 502 at Beaver Creek,2046,2018,4,3,1,Attached,299990.0,299990.0,0,Yes,2,0-.25 Acres,1.0,29
714,2239299,CLOSED,2915 Sunflower Road,Apex,27502,4/30/2019,Smith Farm,2116,2019,4,3,1,Attached,299990.0,295000.0,0,Yes,2,0-.25 Acres,0.98,39
420,2181358,CLOSED,120 Bowerbank Lane,Apex,27539,6/25/2018,Woodcreek,1866,2018,3,2,1,Attached,268000.0,270000.0,0,,1,0-.25 Acres,1.01,56
803,2194937,CLOSED,1128 Boxcar Way,Apex,27502,8/9/2018,The Villages of Apex,2380,2016,3,3,1,Attached,300000.0,300000.0,29,Yes,2,0-.25 Acres,1.0,45
119,2264016,CLOSED,1012 Mica Lamp Court,Apex,27502,9/5/2019,Scotts Mill,1350,2007,2,2,1,Attached,214900.0,215000.0,8,Yes,0,0-.25 Acres,1.0,36
726,2146445,CLOSED,4004 Reedybrook Crossing,Apex,27523,7/20/2018,540 Townes,2158,2018,3,3,1,Attached,299900.0,295500.0,0,,2,0-.25 Acres,0.99,0
942,2169618,CLOSED,1007 Drayman Place,Apex,27502,3/14/2018,Hempstead at Beaver Creek,2084,2018,3,3,1,Attached,309885.0,309885.0,0,,2,0-.25 Acres,1.0,20
1017,2258748,CLOSED,2927 Sunflower Road,Apex,27502,5/31/2019,Smith Farm,2304,2019,4,3,1,Attached,315000.0,315000.0,0,Yes,2,0-.25 Acres,1.0,39
480,2333586,CLOSED,473 Village Commons Lane,Apex,27502,10/14/2020,Green at Scotts Mill,1794,2015,3,3,1,Attached,277500.0,276500.0,1,Yes,1,0-.25 Acres,1.0,16
622,2189537,CLOSED,204 Mayfield Drive,Apex,27539,9/13/2018,Woodcreek,1897,2015,3,2,1,Attached,299900.0,289900.0,84,Yes,2,0-.25 Acres,0.97,56
1270,2303083,CLOSED,2251 Red Knot Lane,Apex,27502,9/29/2020,Peak 502 at Beaver Creek,2242,2020,4,3,1,Attached,339990.0,334990.0,0,Yes,2,0-.25 Acres,0.99,29
792,2212920,CLOSED,1197 Little Gem Lane,Apex,27523,6/12/2019,Sweetwater,1785,2019,3,2,1,Attached,299990.0,299990.0,0,Yes,1,0-.25 Acres,1.0,41
760,2239558,CLOSED,2000 Old Chapman Drive,Apex,27502,11/27/2019,Hempstead at Beaver Creek,1765,2019,3,2,1,Attached,299000.0,298520.0,0,Yes,2,0-.25 Acres,1.0,20
87,2254139,CLOSED,1046 Mica Lamp Court,Apex,27502,7/10/2019,Scotts Mill at Bungalow Park,1362,2007,2,2,1,Attached,215000.0,210000.0,14,Yes,0,0-.25 Acres,0.98,37
306,2190490,CLOSED,732 Treviso Lane,Apex,27502,6/21/2018,55 James at Midtown,1740,2013,3,2,1,Attached,252900.0,252500.0,3,,1,0-.25 Acres,1.0,1
566,2194075,CLOSED,426 Sawcut Lane,Apex,27502,6/29/2018,Old Mill Village,1909,2015,3,2,1,Attached,310000.0,285000.0,8,Yes,2,0-.25 Acres,0.92,26
473,2158286,CLOSED,1147 Little Gem Lane,Apex,27523,4/30/2018,Sweetwater,1697,2017,3,2,1,Attached,275090.0,275090.0,0,Yes,1,0-.25 Acres,1.0,41
203,2272206,CLOSED,346 Anterbury Drive,Apex,27502-4712,11/14/2019,Bradley Terrace,1648,2007,3,2,1,Attached,235000.0,228900.0,61,Yes,1,0-.25 Acres,0.97,4
508,2186763,CLOSED,3415 Antler View Drive,Apex,27502,2/1/2019,Deer Creek,1936,2018,3,2,1,Attached,279990.0,279990.0,0,Yes,2,0-.25 Acres,1.0,10
174,2332324,CLOSED,1152 Bungalow Park Drive,Apex,27502,8/25/2020,Scotts Mill,1394,2002,2,2,1,Attached,224900.0,224000.0,6,Yes,0,0-.25 Acres,1.0,36
929,2231249,CLOSED,200 Mayfield Drive,Apex,27539,3/22/2019,Woodcreek,1919,2015,3,2,1,Attached,309000.0,309000.0,42,Yes,2,0-.25 Acres,1.0,56
359,2264211,CLOSED,2002 White Pond Court,Apex,27523,8/5/2019,Walden Townes,1576,2002,3,2,1,Attached,262000.0,262000.0,5,Yes,1,0-.25 Acres,1.0,50
261,2272299,CLOSED,2437 Baslow Drive,Apex,27539,12/30/2019,Pemberley,1865,2013,3,2,1,Attached,249900.0,245000.0,93,,1,0-.25 Acres,0.98,30
1292,2208660,CLOSED,931 Dalton Ridge Place,Apex,27523,4/29/2019,Townes at North Salem,2479,2018,4,3,1,Attached,339900.0,338000.0,0,Yes,2,0-.25 Acres,0.99,48
694,2185778,CLOSED,703 Edgewater Ridge Court,Apex,27523,6/11/2018,Edgewater,2519,2014,3,3,1,Attached,289999.0,294000.0,6,Yes,2,0-.25 Acres,1.01,13
1151,2304037,CLOSED,624 Metro Station,Apex,27502,4/8/2020,The Villages of Apex,2388,2020,3,2,1,Attached,324900.0,324900.0,0,Yes,2,0-.25 Acres,1.0,45
1205,2309710,CLOSED,1328 Barn Cat Way,Apex,27502,7/16/2020,Smith Farm,2403,2020,4,3,1,Attached,332990.0,329000.0,0,Yes,2,0-.25 Acres,0.99,39
586,2283921,CLOSED,1101 Finch Court,Apex,27502,9/30/2019,Peak 502 at Beaver Creek,1923,2019,4,3,1,Attached,286820.0,286820.0,0,Yes,1,0-.25 Acres,1.0,29
729,2123860,CLOSED,715 Sawcut Lane,Apex,27502,1/19/2018,Old Mill Village,1788,2017,3,2,1,Attached,298770.0,295910.0,0,,2,0-.25 Acres,0.99,26
1293,2297299,CLOSED,1431 Herb Garden Way,Apex,27502,3/27/2020,Smith Farm,2308,2020,4,3,1,Attached,339990.0,338000.0,0,Yes,2,0-.25 Acres,0.99,39
527,2150640,CLOSED,1433 Salem Creek Drive,Apex,27502,5/31/2018,Salem Creek Townhomes,2108,2017,3,2,2,Attached,271185.0,280880.0,0,Yes,1,0-.25 Acres,1.04,32
1399,2236322,CLOSED,1072 Ambergate Station,Apex,27502,3/29/2019,The Villages of Apex,2280,2019,3,3,1,Attached,361000.0,358535.0,0,Yes,2,0-.25 Acres,0.99,45
1451,2195878,CLOSED,562 Rowanwood Way,Apex,27523,11/20/2018,Middleton,2428,2018,5,3,0,Attached,375990.0,375990.0,0,,2,0-.25 Acres,1.0,23
298,2255859,CLOSED,219 Storemont Way,Apex,27539,6/24/2019,Miramonte,2040,2007,3,3,1,Attached,250000.0,250000.0,4,Yes,1,0-.25 Acres,1.0,24
1111,2309855,CLOSED,1417 Herb Garden Way,Apex,27502,5/15/2020,Smith Farm,2361,2020,4,3,1,Attached,323575.0,321000.0,0,Yes,2,0-.25 Acres,0.99,39
209,2182748,CLOSED,203 Storemont Way,Apex,27539,5/4/2018,Miramonte Townes,2002,2007,4,3,1,Attached,230000.0,230000.0,0,,1,0-.25 Acres,1.0,25
1187,2229772,CLOSED,216 Tobacco Leaf Lane,Apex,27502-6228,2/15/2019,Seagroves Farm,2270,2008,3,2,1,Attached,327500.0,327500.0,5,Yes,2,0-.25 Acres,1.0,38
599,2130814,CLOSED,1448 Salem Creek Drive,Apex,27502,4/4/2018,Salem Creek Townhomes,2292,2017,4,3,1,Attached,294360.0,288473.0,0,Yes,1,0-.25 Acres,0.98,32
1379,2212203,CLOSED,547 Grand Central Station,Apex,27502,12/11/2018,The Villages of Apex,2679,2016,4,3,1,Attached,355000.0,352000.0,65,Yes,2,0-.25 Acres,0.99,45
823,2187684,CLOSED,512 N Tunstall Avenue,Apex,27502,7/12/2018,Old Mill Village,2417,2015,4,3,1,Attached,302900.0,301500.0,24,Yes,2,0-.25 Acres,1.0,26
85,2274330,CLOSED,112 Baberton Drive,Apex,27502,9/30/2019,Bradley Terrace,1474,2003,3,2,1,Attached,205000.0,209000.0,3,,0,0-.25 Acres,1.02,4
1495,2214295,CLOSED,2502 Rambling Creek Road,Apex,27523,11/19/2019,The Preserve at White Oak Creek,3157,2018,4,3,1,Attached,399629.0,399629.0,0,Yes,2,0-.25 Acres,1.0,44
754,2177513,CLOSED,1181 Little Gem Lane,Apex,27523,11/29/2018,Sweetwater,2246,2018,3,2,1,Attached,299990.0,298000.0,0,Yes,1,0-.25 Acres,0.99,41
885,2280296,CLOSED,513 N Tunstall Avenue,Apex,27502,11/6/2019,Old Mill Village,2299,2016,4,3,1,Attached,305000.0,305000.0,1,,2,0-.25 Acres,1.0,26
379,2301667,CLOSED,972 Ambergate Station,Apex,27502,3/17/2020,The Villages of Apex,1677,2012,3,2,1,Attached,265000.0,265000.0,2,Yes,0,0-.25 Acres,1.0,45
705,2190921,CLOSED,533 Old Mill Village Drive,Apex,27502,6/25/2018,Old Mill Village,2179,2014,4,3,1,Attached,297000.0,295000.0,14,Yes,2,0-.25 Acres,0.99,26
1240,2150845,CLOSED,539 Metro Station,Apex,27502,3/30/2018,The Villages of Apex,2698,2017,4,3,1,Attached,334900.0,330500.0,0,Yes,2,0-.25 Acres,0.99,45
596,2171483,CLOSED,2072 Jersey City Place,Apex,27523,4/30/2018,CitiSide at Beaver Creek,2557,2012,3,2,1,Attached,288000.0,288000.0,49,,2,0-.25 Acres,1.0,9
382,2256127,CLOSED,3196 Retama Run,Apex,27562,11/21/2019,Woodbury,1818,2019,3,2,1,Attached,271505.0,265000.0,0,Yes,2,0-.25 Acres,0.98,55
1112,2236573,CLOSED,2733 Masonboro Ferry Drive,Apex,27502,4/4/2019,Bella Casa,2597,2016,4,2,1,Attached,324900.0,321000.0,9,Yes,2,0-.25 Acres,0.99,2
1440,2182372,CLOSED,426 Hopwood Way,Apex,27502,9/28/2018,Middleton,2426,2018,4,3,0,Attached,371325.0,371325.0,0,,2,0-.25 Acres,1.0,23
81,2253529,CLOSED,203 Gallent Hedge Trail,Apex,27539,9/12/2019,Miramonte,1959,2006,3,3,1,Attached,224900.0,207500.0,112,,1,0-.25 Acres,0.92,24
805,2180004,CLOSED,2316 Apex Peakway,Apex,27502,12/12/2018,Old Mill Village,1773,2017,3,2,1,Attached,312000.0,300000.0,0,Yes,2,0-.25 Acres,0.96,26
1116,2249462,CLOSED,343 Great Northern Station,Apex,27502,9/13/2019,The Villages of Apex,2175,2019,3,3,1,Attached,321900.0,321900.0,0,Yes,2,0-.25 Acres,1.0,45
670,2197722,CLOSED,587 Grand Central Station,Apex,27502,9/24/2018,The Villages of Apex,2193,2018,3,3,1,Attached,288900.0,292030.0,0,Yes,2,0-.25 Acres,1.01,45
