,MLS #,Status,Address,City,Zip,Closing Date,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,ListPrice,SoldPrice,Days On Market,HOA Y/N,Garage,Acres,Sold Price/List Price,Sub#
128,2184716,CLOSED,123 Heatherwood Drive,Apex,27502,5/22/2018,Heatherwood Townhomes,1373,1989,2,2,0,Attached,195900.0,215250.0,5,Yes,0,0-.25 Acres,1.1,19
950,2202206,CLOSED,2826 Lanasa Lane,Apex,27523,2/6/2019,Sweetwater,1785,2019,3,2,1,Attached,309990.0,309990.0,0,Yes,1,0-.25 Acres,1.0,41
1147,2164634,CLOSED,2328 Mt Zion Church Road,Apex,27502,5/15/2018,Bella Casa,2518,2017,3,3,1,Attached,324900.0,324900.0,0,Yes,2,0-.25 Acres,1.0,2
739,2292240,CLOSED,1018 Larabee Lane,Apex,27523,2/14/2020,Townes at North Salem,1984,2019,3,3,1,Attached,296900.0,296900.0,0,Yes,2,0-.25 Acres,1.0,48
293,2301372,CLOSED,3009 Silky Dogwood Trail,Apex,27502,3/16/2020,Dogwood Ridge,1675,1999,3,2,1,Attached,250000.0,250000.0,2,Yes,0,0-.25 Acres,1.0,12
43,2180339,CLOSED,1119 Bungalow Park Drive,Apex,27502,5/4/2018,Scotts Mill at Bungalow Park,1334,2004,2,2,1,Attached,194999.0,195000.0,4,Yes,0,0-.25 Acres,1.0,37
320,2227797,CLOSED,103 Pleasant Glen Lane,Apex,27539,1/30/2019,Woodcreek,1614,2016,3,2,1,Attached,255000.0,255000.0,2,Yes,1,0-.25 Acres,1.0,56
1453,2182397,CLOSED,425 Hopwood Way,Apex,27502,9/24/2018,Middleton,2612,2018,4,3,0,Attached,376390.0,376390.0,0,,2,0-.25 Acres,1.0,23
696,2310052,CLOSED,70 Old Grove Lane,Apex,27502,4/30/2020,The Groves,1836,2013,3,2,1,Attached,299000.0,294500.0,1,Yes,1,0-.25 Acres,0.98,42
516,2325414,CLOSED,151 Writing Rock Place,Apex,27539,8/20/2020,Woodcreek,1802,2017,3,2,1,Attached,280000.0,280000.0,3,Yes,1,0-.25 Acres,1.0,56
833,2172330,CLOSED,1173 Little Gem Lane,Apex,27523,8/31/2018,Sweetwater,1785,2018,3,2,1,Attached,304590.0,302000.0,0,Yes,1,0-.25 Acres,0.99,41
522,2209489,CLOSED,328 Old Mill Village Drive,Apex,27502,10/19/2018,Old Mill Village,1811,2007,3,2,1,Attached,285000.0,280000.0,35,Yes,2,0-.25 Acres,0.98,26
1305,2285494,CLOSED,220 Mayfield Drive,Apex,27539,1/31/2020,Woodcreek,2640,2016,3,2,1,Attached,339500.0,339500.0,15,Yes,2,0-.25 Acres,1.0,56
351,2334509,CLOSED,1503 Waterland Drive,Apex,27502,8/19/2020,Seagroves Farm,1527,2007,2,2,1,Attached,252500.0,260200.0,1,Yes,1,0-.25 Acres,1.03,38
711,2180492,CLOSED,2308 Apex Peakway,Apex,27502,10/18/2018,Old Mill Village,2035,2018,3,2,1,Attached,295000.0,295000.0,0,Yes,2,0-.25 Acres,1.0,26
793,2195392,CLOSED,2840 Lanasa Lane,Apex,27523,12/27/2018,Sweetwater,1785,2018,3,2,1,Attached,299990.0,299990.0,0,Yes,1,0-.25 Acres,1.0,41
1352,2227714,CLOSED,1138 Doe Blossom Lane,Apex,27502,4/17/2019,Deer Creek,2676,2019,5,3,0,Attached,350990.0,347990.0,0,Yes,2,0-.25 Acres,0.99,10
713,2202391,CLOSED,1109 Little Gem Lane,Apex,27523,4/16/2019,Sweetwater,1697,2019,3,2,1,Attached,299990.0,295000.0,0,Yes,1,0-.25 Acres,0.98,41
1216,2213937,CLOSED,939 Dalton Ridge Place,Apex,27523,3/8/2019,Townes at North Salem,2479,2018,4,3,1,Attached,329900.0,329900.0,0,Yes,2,0-.25 Acres,1.0,48
841,2292239,CLOSED,614 Grand Central Station,Apex,27502,2/3/2020,The Villages of Apex,2213,2019,4,3,1,Attached,302900.0,302900.0,0,Yes,2,0-.25 Acres,1.0,45
1181,2288904,CLOSED,2939 Great Lawn Road,Apex,27502,1/31/2020,Smith Farm,2361,2020,4,3,1,Attached,327000.0,327000.0,0,Yes,2,0-.25 Acres,1.0,39
756,2149437,CLOSED,2229 Chattering Lory Lane,Apex,27502,4/13/2018,Peak 502 at Beaver Creek,2046,2017,4,3,1,Attached,297184.0,298334.0,0,Yes,2,0-.25 Acres,1.0,29
606,2197725,CLOSED,589 Grand Central Station,Apex,27502,9/24/2018,The Villages of Apex,2203,2018,3,3,1,Attached,288900.0,288900.0,0,Yes,2,0-.25 Acres,1.0,45
1042,2172215,CLOSED,812 New Derby Lane,Apex,27523,11/13/2018,Salem Pointe,1851,2018,3,2,1,Attached,319990.0,317000.0,0,Yes,2,0-.25 Acres,0.99,33
1117,2265303,CLOSED,1016 Waymaker Court,Apex,27502,10/11/2019,Hempstead at Beaver Creek,2576,2017,3,3,1,Attached,325000.0,322000.0,59,,2,0-.25 Acres,0.99,20
1157,2318630,CLOSED,807 Richmont Grove Lane,Apex,27523,6/29/2020,Townes at North Salem,2502,2020,4,3,1,Attached,324990.0,324990.0,0,Yes,2,0-.25 Acres,1.0,48
1100,2269791,CLOSED,2882 Dallas Valley Lane,Apex,27502,1/15/2020,Townes at Friendship Station,2279,2019,3,4,0,Attached,328000.0,320000.0,0,Yes,2,0-.25 Acres,0.98,47
776,2189035,CLOSED,1185 Little Gem Lane,Apex,27523,11/27/2018,Sweetwater,1780,2018,3,2,1,Attached,299990.0,299855.0,0,Yes,1,0-.25 Acres,1.0,41
140,2314091,CLOSED,105 Portwind Lane,Apex,27539,5/21/2020,Miramonte,1619,2005,3,2,1,Attached,211110.0,218000.0,3,Yes,1,0-.25 Acres,1.03,24
167,2197605,CLOSED,201 Storemont Way,Apex,27539,8/6/2018,Miramonte,2053,2007,4,3,1,Attached,230000.0,222500.0,10,,1,.51-.75 Acres,0.97,24
172,2328491,CLOSED,1202 Scotts Ridge Trail,Apex,27502,8/13/2020,Scotts Mill at Bungalow Park,1393,2000,2,2,1,Attached,225000.0,223500.0,1,Yes,0,0-.25 Acres,0.99,37
165,2307715,CLOSED,214 Baberton Drive,Apex,27502,4/17/2020,Bradley Terrace,1473,2003,3,2,1,Attached,219900.0,222000.0,2,Yes,0,0-.25 Acres,1.01,4
1084,2248336,CLOSED,2941 Sunflower Road,Apex,27502,10/29/2019,Smith Farm,2304,2019,4,3,1,Attached,319990.0,319990.0,0,Yes,2,0-.25 Acres,1.0,39
672,2267777,CLOSED,824 Richmont Grove Lane,Apex,27523,1/23/2020,Townes at North Salem,1984,2019,3,3,1,Attached,296900.0,292500.0,0,Yes,2,0-.25 Acres,0.99,48
374,2196700,CLOSED,2033 Whitesmith Drive,Apex,27502,1/30/2019,Hempstead at Beaver Creek,1456,2018,3,2,1,Attached,279695.0,265000.0,0,Yes,1,0-.25 Acres,0.95,20
350,2283142,CLOSED,107 Ransomwood Drive,Apex,27539,1/28/2020,Woodcreek,1776,2015,3,2,1,Attached,265000.0,260000.0,72,Yes,1,0-.25 Acres,0.98,56
414,2210695,CLOSED,1132 Doe Blossom Lane,Apex,27502,3/28/2019,Deer Creek,1936,2018,3,2,1,Attached,269990.0,269990.0,0,Yes,2,0-.25 Acres,1.0,10
821,2214290,CLOSED,1088 Ambergate Station,Apex,27502,4/23/2019,The Villages of Apex,1701,2019,3,2,1,Attached,296650.0,301410.0,0,Yes,2,0-.25 Acres,1.02,45
1317,2159013,CLOSED,1904 Blue Jay Point,Apex,27502,3/12/2018,Bella Casa,2518,2017,3,3,1,Attached,344900.0,340000.0,0,Yes,2,0-.25 Acres,0.99,2
637,2177902,CLOSED,2567 Rambling Creek Road,Apex,27523,6/29/2018,The Preserve at White Oak Creek,1713,2018,3,2,1,Attached,299822.0,290000.0,0,Yes,1,0-.25 Acres,0.97,44
978,2132769,CLOSED,2107 Peakside Drive,Apex,27523,4/20/2018,540 Townes,2158,2017,4,3,1,Attached,301909.0,311917.0,0,,2,0-.25 Acres,1.03,0
507,2340315,CLOSED,870 Queen City Crescent,Apex,27523-7527,10/19/2020,CitiSide at Beaver Creek,2036,2011,3,2,2,Attached,279972.0,279972.0,6,Yes,1,0-.25 Acres,1.0,9
917,2340699,CLOSED,1165 Platform Drive,Apex,27502,10/28/2020,The Villages of Apex,1985,2019,3,2,1,Attached,312000.0,308000.0,7,Yes,2,0-.25 Acres,0.99,45
593,2166416,CLOSED,2314 Apex Peakway,Apex,27502,10/18/2018,Old Mill Village,1789,2017,3,2,1,Attached,289000.0,287500.0,0,Yes,2,0-.25 Acres,0.99,26
1088,2188279,CLOSED,1145 Boxcar Way,Apex,27502,7/16/2018,The Villages of Apex,2496,2015,3,2,1,Attached,319900.0,320000.0,20,Yes,2,0-.25 Acres,1.0,45
134,2262864,CLOSED,306 Knightsborough Way,Apex,27502,7/30/2019,Haddon Hall,1615,1999,2,2,1,Attached,214900.0,216600.0,3,Yes,0,0-.25 Acres,1.01,17
1215,2121258,CLOSED,859 Tunisian Drive,Apex,27523,3/9/2018,540 Townes,2245,2017,4,3,1,Attached,334900.0,329900.0,0,,2,0-.25 Acres,0.99,0
1009,2263718,CLOSED,608 Metro Station,Apex,27502,12/30/2019,The Villages of Apex,2388,2020,3,2,1,Attached,314900.0,314900.0,0,Yes,2,0-.25 Acres,1.0,45
1214,2150598,CLOSED,838 Salem Pointe Place,Apex,27523,5/17/2018,Salem Pointe,1851,2018,3,2,1,Attached,329095.0,329718.0,0,,2,0-.25 Acres,1.0,33
1032,2241847,CLOSED,535 Wayland Grove Drive,Apex,27523,9/27/2019,Wayland Grove,2323,2019,3,2,1,Attached,319990.0,316000.0,0,Yes,2,0-.25 Acres,0.99,51
430,2287906,CLOSED,143 Writing Rock Place,Apex,27539,12/30/2019,Woodcreek,1938,2018,3,2,1,Attached,275000.0,271500.0,17,Yes,1,0-.25 Acres,0.99,56
1416,2258966,CLOSED,2721 Masonboro Ferry Drive,Apex,27502,9/10/2019,Bella Casa,3139,2016,4,3,0,Attached,364900.0,362500.0,37,Yes,2,0-.25 Acres,0.99,2
1319,2220347,CLOSED,106 Mayfield Drive,Apex,27539-4184,2/25/2019,Woodcreek,2504,2014,3,2,1,Attached,348990.0,341000.0,42,Yes,2,0-.25 Acres,0.98,56
549,2165567,CLOSED,2215 Chattering Lory Lane,Apex,27502,6/29/2018,Peak 502 at Beaver Creek,2046,2018,3,2,1,Attached,292990.0,283000.0,0,Yes,2,0-.25 Acres,0.97,29
998,2334156,CLOSED,554 Chessie Station,Apex,27502,10/20/2020,The Villages of Apex,1765,2017,3,2,1,Attached,320000.0,313719.0,45,Yes,2,0-.25 Acres,0.98,45
733,2230988,CLOSED,1026 Diamond Dove Lane,Apex,27502,3/7/2019,Peak 502 at Beaver Creek,2145,2017,4,3,1,Attached,299900.0,296000.0,26,Yes,2,0-.25 Acres,0.99,29
254,2288589,CLOSED,116 Gallent Hedge Trail,Apex,27539,2/4/2020,Miramonte,2044,2006,4,3,1,Attached,244900.0,245000.0,52,Yes,1,0-.25 Acres,1.0,24
758,2149967,CLOSED,553 Grand Central Station,Apex,27502,4/23/2018,The Villages of Apex,2350,2017,3,3,1,Attached,298400.0,298400.0,0,Yes,2,0-.25 Acres,1.0,45
412,2187344,CLOSED,2035 Whitesmith Drive,Apex,27502,1/23/2019,Hempstead at Beaver Creek,1456,2018,3,2,1,Attached,268090.0,269585.0,0,Yes,1,0-.25 Acres,1.01,20
966,2225031,CLOSED,5046 Homeplace Drive,Apex,27539-5783,4/30/2019,West Lake,2207,2007,3,2,1,Attached,316000.0,310000.0,123,Yes,2,0-.25 Acres,0.98,53
1331,2261767,CLOSED,1143 Platform Drive,Apex,27502,1/21/2020,The Villages of Apex,2417,2019,3,3,1,Attached,340380.0,343870.0,0,,2,0-.25 Acres,1.01,45
664,2176995,CLOSED,2046 Ackerman Hill Drive,Apex,27502,10/19/2018,Hempstead at Beaver Creek,2084,2018,3,2,1,Attached,290355.0,291765.0,0,Yes,2,0-.25 Acres,1.0,20
1152,2322536,CLOSED,653 Grand Central Station,Apex,27502,7/2/2020,The Villages of Apex,2225,2020,3,3,1,Attached,324900.0,324900.0,0,Yes,2,0-.25 Acres,1.0,45
1417,2230504,CLOSED,573 Metro Station,Apex,27502,6/28/2019,The Villages of Apex,2406,2019,3,2,1,Attached,362680.0,362680.0,0,Yes,2,0-.25 Acres,1.0,45
1433,2214611,CLOSED,916 Carolina Bell Road,Apex,27502,3/15/2019,The Orchard Villas,1895,2010,2,2,0,Attached,368000.0,370000.0,126,Yes,2,0-.25 Acres,1.01,43
9,2181717,CLOSED,121 Shelter Haven Drive,Apex,27539,3/29/2018,West Haven Townhomes,1367,2007,2,2,1,Attached,180000.0,176200.0,15,,0,0-.25 Acres,0.98,52
661,2269514,CLOSED,1160 Platform Drive,Apex,27502,3/27/2020,The Villages of Apex,1985,2019,3,2,1,Attached,291000.0,291370.0,0,,2,0-.25 Acres,1.0,45
928,2223001,CLOSED,2205 Red Knot Lane,Apex,27502,8/1/2019,Peak 502 at Beaver Creek,2046,2019,4,3,1,Attached,318485.0,308950.0,0,Yes,2,0-.25 Acres,0.97,29
1223,2211407,CLOSED,1109 Tender Drive,Apex,27502,12/14/2018,The Villages of Apex,2280,2018,3,3,1,Attached,329990.0,329990.0,0,Yes,2,0-.25 Acres,1.0,45
